# Copyright 2023 DeepMind Technologies Limited
#
# Licensed under CC BY-NC-SA 4.0 license
transcript_id	mean_am_pathogenicity
ENST00000216225.9	0.7611013020920392
ENST00000216237.10	0.5040498389604587
ENST00000216241.14	0.32667378176584433
ENST00000216252.4	0.8597799300806619
ENST00000216254.9	0.5861790348768452
ENST00000216259.8	0.5583042362488743
ENST00000216264.13	0.3812168764514365
ENST00000216268.6	0.3573725621011684
ENST00000216271.10	0.3059156398364281
ENST00000216274.10	0.2611044942160515
ENST00000216277.12	0.5249346573585834
ENST00000216281.12	0.6664184601541329
ENST00000216286.10	0.3677779150122801
ENST00000216294.5	0.32646928906488176
ENST00000216297.7	0.6192896279023969
ENST00000216330.7	0.5428433271860883
ENST00000216336.3	0.4654542336765562
ENST00000216338.9	0.3690010452065473
ENST00000216341.9	0.3921896570691282
ENST00000216367.10	0.4189832096688844
ENST00000216373.10	0.4901399936341895
ENST00000216392.8	0.5468477124121899
ENST00000216416.9	0.7415558258187052
ENST00000216420.12	0.39680147030438734
ENST00000216442.12	0.6516625792794402
ENST00000216445.7	0.2092754781926328
ENST00000216446.9	0.4442935744305799
ENST00000216452.9	0.4322635550244859
ENST00000216455.9	0.6513532221818245
ENST00000216465.10	0.3601948612996764
ENST00000216468.8	0.38838595498503065
ENST00000216471.4	0.1988429636708451
ENST00000216479.8	0.477295528704365
ENST00000216484.6	0.526685140209294
ENST00000216487.12	0.34140419034661545
ENST00000216489.8	0.37042372007893976
ENST00000216492.10	0.23706988994925196
ENST00000216500.9	0.3846233830435992
ENST00000216513.5	0.3623237143352228
ENST00000216540.5	0.3455435704469804
ENST00000216639.8	0.4017431674760651
ENST00000216727.8	0.5920679173398781
ENST00000216733.8	0.2652746192586365
ENST00000216756.11	0.33432770164852216
ENST00000216774.11	0.6894906828459993
ENST00000216780.9	0.4651377787415585
ENST00000216797.9	0.4451465831951317
ENST00000216799.9	0.4142220602190855
ENST00000216802.10	0.5153962326240112
ENST00000216807.12	0.614876203297991
ENST00000216832.9	0.4485322664994615
ENST00000216840.10	0.4502158313590863
ENST00000216862.8	0.3132137112995739
ENST00000216879.8	0.5170324832818878
ENST00000216962.9	0.5757699216700586
ENST00000216968.5	0.35448042917184625
ENST00000217026.5	0.4204094470065829
ENST00000217043.3	0.3487469612515464
ENST00000217073.6	0.433148136435864
ENST00000217086.9	0.35589865706708024
ENST00000217109.9	0.6779886644925088
ENST00000217131.6	0.4699770495006407
ENST00000217133.1	0.4955995133025791
ENST00000217169.8	0.3121395429186156
ENST00000217173.7	0.32002907072844583
ENST00000217182.6	0.7846723987962879
ENST00000217188.1	0.3157404779798384
ENST00000217233.8	0.2685660204987355
ENST00000217246.8	0.3772086239416584
ENST00000217260.9	0.3866347897395348
ENST00000217270.3	0.3993766235655569
ENST00000217289.8	0.3729075015704303
ENST00000217305.3	0.289460056177601
ENST00000217320.8	0.3440248244181115
ENST00000217381.2	0.4569507184972819
ENST00000217386.2	0.4085550682268737
ENST00000217402.3	0.6171269701219517
ENST00000217407.3	0.22864952108079464
ENST00000217420.2	0.5811936587143869
ENST00000217423.3	0.2903475146002684
ENST00000217426.7	0.5667657834478056
ENST00000217428.7	0.41967266607302905
ENST00000217446.7	0.5130966630583246
ENST00000217455.9	0.4517297964342568
ENST00000217456.3	0.3800939735076727
ENST00000217740.4	0.38182183141480297
ENST00000217901.10	0.5516564610003676
ENST00000217909.8	0.3311194127864711
ENST00000217939.7	0.3001486208172956
ENST00000217957.9	0.2959170015705047
ENST00000217958.8	0.4740565202860478
ENST00000217961.4	0.3949111617818079
ENST00000217971.8	0.5328619485994842
ENST00000217999.3	0.2914109420423808
ENST00000218006.3	0.419846752022252
ENST00000218008.8	0.4259115574844301
ENST00000218032.6	0.4146302338604478
ENST00000218068.7	0.16572365399346886
ENST00000218075.9	0.6050791695514542
ENST00000218099.6	0.3599957715765817
ENST00000218104.6	0.4896377964705732
ENST00000218176.4	0.5435444024530542
ENST00000218197.9	0.5850764173531627
ENST00000218230.6	0.3934255322938127
ENST00000218249.7	0.2765412974838382
ENST00000218316.4	0.28670930963909197
ENST00000218340.4	0.3825069894281785
ENST00000218348.7	0.45024414417651015
ENST00000218364.5	0.3586596342075853
ENST00000218388.9	0.4062000752927125
ENST00000218436.7	0.2375729239662336
ENST00000218516.3	0.3643009805630703
ENST00000218652.11	0.4225316467228632
ENST00000218721.1	0.3831556864216447
ENST00000218867.3	0.2620702497961071
ENST00000219022.3	0.3582566098414305
ENST00000219066.5	0.33442290220675913
ENST00000219069.6	0.4202639005074628
ENST00000219070.9	0.5224882494168199
ENST00000219097.7	0.28062016106608784
ENST00000219162.4	0.18003162489780614
ENST00000219204.8	0.4657708878944941
ENST00000219207.10	0.4070668952767028
ENST00000219235.5	0.3724359664831714
ENST00000219240.9	0.4451730964575379
ENST00000219252.10	0.6589746496842906
ENST00000219255.3	0.4454560883281543
ENST00000219271.4	0.4164540411674854
ENST00000219281.7	0.3454853235960946
ENST00000219299.8	0.2948558507462961
ENST00000219301.8	0.2810082886522946
ENST00000219302.7	0.4956608888839046
ENST00000219313.9	0.6563882485684215
ENST00000219315.8	0.3507498409603241
ENST00000219320.9	0.5465085921243578
ENST00000219334.10	0.436762031687808
ENST00000219345.10	0.3876006800829636
ENST00000219368.8	0.3917769507988051
ENST00000219406.10	0.2815369814151711
ENST00000219409.8	0.3205433053505844
ENST00000219431.4	0.32053433615854376
ENST00000219439.9	0.372469058876708
ENST00000219454.10	0.3826825688969847
ENST00000219473.11	0.3952705586351242
ENST00000219476.9	0.459385031803687
ENST00000219478.11	0.4332518907986732
ENST00000219479.7	0.4446455610809293
ENST00000219481.10	0.4579896135422925
ENST00000219548.9	0.5394619258510595
ENST00000219551.2	0.4731987061042276
ENST00000219596.5	0.25685187183054714
ENST00000219599.8	0.4416639944491923
ENST00000219611.7	0.4865103705451574
ENST00000219660.6	0.4615098341747954
ENST00000219689.11	0.4267020908915344
ENST00000219746.14	0.4190674803025457
ENST00000219794.11	0.5555105695214678
ENST00000219797.9	0.6984925812678191
ENST00000219837.12	0.2645316263398738
ENST00000220062.9	0.4917718216634965
ENST00000220166.9	0.5009391362529528
ENST00000220325.9	0.5592107731707183
ENST00000220420.10	0.34143722911051
ENST00000220429.12	0.55281029124403
ENST00000220478.8	0.3165875402298816
ENST00000220496.9	0.4033130170848207
ENST00000220507.5	0.5430783374770728
ENST00000220509.10	0.4506633664854085
ENST00000220514.8	0.2970645239778412
ENST00000220531.8	0.43436606609403605
ENST00000220562.9	0.5335757806684936
ENST00000220584.9	0.3846696040779116
ENST00000220592.10	0.7223126293283902
ENST00000220597.4	0.2993546924070293
ENST00000220616.9	0.303338765517773
ENST00000220659.11	0.34563382876544185
ENST00000220669.10	0.2877855939900058
ENST00000220676.2	0.20072969183506506
ENST00000220751.5	0.41806454894862377
ENST00000220763.10	0.3301462845680377
ENST00000220764.7	0.3995865903314498
ENST00000220772.8	0.5180264729538285
ENST00000220812.3	0.3322297040919752
ENST00000220822.12	0.4889451904234653
ENST00000220849.10	0.7126063092981267
ENST00000220853.8	0.579374606623676
ENST00000220876.11	0.527609311599183
ENST00000220888.9	0.4252299604059401
ENST00000220913.10	0.4505554358017726
ENST00000220940.2	0.35809081855081343
ENST00000221086.8	0.4934507611817174
ENST00000221114.8	0.6286562664929705
ENST00000221130.11	0.472772423246325
ENST00000221132.8	0.25747021648429697
ENST00000221138.9	0.7397818868109046
ENST00000221166.10	0.39756035813703977
ENST00000221200.9	0.6969857212924169
ENST00000221233.9	0.4821932984164406
ENST00000221265.8	0.59729593761176
ENST00000221283.10	0.5071033045442754
ENST00000221307.13	0.3343221409536498
ENST00000221399.8	0.2310468677479053
ENST00000221403.7	0.3845347701424016
ENST00000221418.9	0.3628527008717922
ENST00000221419.9	0.6056657469782328
ENST00000221431.10	0.34436248919241136
ENST00000221444.1	0.5499021374752184
ENST00000221452.13	0.4969913419815414
ENST00000221455.8	0.5456471024827758
ENST00000221459.7	0.5900742574224694
ENST00000221462.9	0.4487749553436792
ENST00000221476.4	0.6462563803393581
ENST00000221480.6	0.3675511737443362
ENST00000221485.8	0.6427104731869053
ENST00000221486.5	0.40785501045612654
ENST00000221494.10	0.5507507654404354
ENST00000221496.5	0.3223404095113905
ENST00000221498.7	0.2512259143028076
ENST00000221515.6	0.3901746545926673
ENST00000221538.8	0.3346377820800032
ENST00000221543.10	0.4234679368848279
ENST00000221554.13	0.4295897280288459
ENST00000221566.7	0.4354478737150694
ENST00000221573.11	0.2820510086951485
ENST00000221665.5	0.5267175343568271
ENST00000221671.8	0.1936950340025481
ENST00000221700.11	0.32937705651723753
ENST00000221735.11	0.4328740884915237
ENST00000221742.7	0.5078698399095243
ENST00000221797.5	0.2499698001628617
ENST00000221801.8	0.6756304420198449
ENST00000221804.5	0.2979954714763969
ENST00000221847.6	0.3275332605580819
ENST00000221855.8	0.4688611151956914
ENST00000221856.11	0.5029630453374845
ENST00000221859.9	0.6910650149606863
ENST00000221899.7	0.5275222644715907
ENST00000221922.11	0.3373031868996295
ENST00000221930.6	0.4942485099747839
ENST00000221943.13	0.3173803602529187
ENST00000221954.6	0.2402794806377556
ENST00000221957.9	0.24913220197226146
ENST00000221972.7	0.445685299690485
ENST00000221978.10	0.3708162498621048
ENST00000221980.5	0.3873066712767651
ENST00000221996.12	0.4026220001463554
ENST00000222002.4	0.3860794979358336
ENST00000222005.7	0.6147358726915073
ENST00000222008.11	0.4681809179514007
ENST00000222033.6	0.2500268462162921
ENST00000222115.5	0.5386429741652116
ENST00000222122.10	0.4554683639123722
ENST00000222139.11	0.2912642171013098
ENST00000222145.9	0.5105539641584077
ENST00000222157.5	0.3365401873225621
ENST00000222212.6	0.5387602109120615
ENST00000222214.10	0.4198362932096399
ENST00000222219.8	0.3373899056423353
ENST00000222224.4	0.3360166847400926
ENST00000222247.10	0.8099950875369025
ENST00000222248.4	0.4468071176646384
ENST00000222249.13	0.4699135580297248
ENST00000222250.5	0.3691098369601301
ENST00000222256.9	0.6221008327016854
ENST00000222271.7	0.5221560751724822
ENST00000222275.2	0.5263903437914346
ENST00000222284.10	0.6844460396896948
ENST00000222286.9	0.4394447902466075
ENST00000222304.5	0.2871914687190296
ENST00000222305.8	0.5362363862210376
ENST00000222308.8	0.4799310730885053
ENST00000222329.9	0.4705983288476365
ENST00000222345.11	0.4192534872856051
ENST00000222374.3	0.5045778965645037
ENST00000222381.8	0.30853781138008923
ENST00000222390.11	0.4217722148008571
ENST00000222399.11	0.411287795119728
ENST00000222402.8	0.7167085447464091
ENST00000222462.3	0.4587093284014087
ENST00000222481.9	0.4230451448655521
ENST00000222482.10	0.3612155187013128
ENST00000222511.10	0.29693205728721045
ENST00000222543.11	0.3877367101210962
ENST00000222547.8	0.5198932284160891
ENST00000222553.8	0.5381507358243522
ENST00000222567.6	0.3690843010451908
ENST00000222573.5	0.372764925306969
ENST00000222584.8	0.45691058457918504
ENST00000222673.6	0.6120216234446895
ENST00000222674.2	0.1803011970640012
ENST00000222693.5	0.3950598381199243
ENST00000222718.7	0.4093730885117578
ENST00000222725.10	0.4841492575049554
ENST00000222726.4	0.4715962160359735
ENST00000222728.3	0.4614448413161142
ENST00000222792.10	0.5932638740797197
ENST00000222800.7	0.29028025849568984
ENST00000222803.9	0.4886979230845713
ENST00000222812.8	0.6048159442432083
ENST00000222823.9	0.3506045565131585
ENST00000222969.10	0.8104336080064585
ENST00000222982.8	0.4241720715095425
ENST00000222990.8	0.39290377791073017
ENST00000223023.5	0.5133495664660009
ENST00000223028.11	0.37307815294560814
ENST00000223029.8	0.3851694620550067
ENST00000223061.6	0.3953956497492107
ENST00000223073.6	0.3492491881363002
ENST00000223095.4	0.3793334036610984
ENST00000223114.9	0.30375014928943644
ENST00000223122.3	0.4590446635411379
ENST00000223127.8	0.524751701178469
ENST00000223136.5	0.5793251370943544
ENST00000223145.10	0.4151956918871879
ENST00000223167.5	0.5278164481378064
ENST00000223208.10	0.3817264839560958
ENST00000223210.5	0.3013762265913085
ENST00000223215.10	0.5850366153822977
ENST00000223273.7	0.2539608495331451
ENST00000223293.10	0.2205529124089459
ENST00000223321.9	0.6782530951077987
ENST00000223324.3	0.299548092872097
ENST00000223357.8	0.3865608785778568
ENST00000223364.7	0.5502507408963971
ENST00000223368.7	0.4772443445179145
ENST00000223369.3	0.5139853443284585
ENST00000223459.10	0.4430762074555107
ENST00000223500.9	0.5525039026480916
ENST00000223528.6	0.3731175296166639
ENST00000223641.5	0.5787213712020143
ENST00000223642.2	0.3013924709574738
ENST00000223795.2	0.3259954134698824
ENST00000223862.2	0.2291992636623097
ENST00000223864.7	0.3287790414108419
ENST00000224073.6	0.6619997593755936
ENST00000224140.6	0.3233688756114414
ENST00000224237.9	0.5452610556541476
ENST00000224337.9	0.3429812301213553
ENST00000224356.5	0.4637999817841776
ENST00000224652.10	0.4229806101916491
ENST00000224721.12	0.4290771969423389
ENST00000224756.12	0.26667850486224925
ENST00000224784.10	0.8488193937446077
ENST00000224862.7	0.4520662295454849
ENST00000224949.9	0.3304928625664993
ENST00000225171.7	0.3014052943084356
ENST00000225174.8	0.5663225129812851
ENST00000225235.5	0.4383398079378299
ENST00000225275.4	0.4474394293091827
ENST00000225276.10	0.3623123054703944
ENST00000225296.8	0.4832530176106791
ENST00000225298.12	0.32502582358617577
ENST00000225328.10	0.456768941576329
ENST00000225371.6	0.3844619312325542
ENST00000225387.7	0.5476728455547463
ENST00000225388.9	0.34550063561901445
ENST00000225394.7	0.5751650182168708
ENST00000225430.9	0.7776214236059459
ENST00000225474.6	0.2906659233582933
ENST00000225512.6	0.6131761403457197
